Date,ASIANPAINT,AXISBANK,BAJFINANCE,BHARTIARTL,BPCL,BRITANNIA,CIPLA,DRREDDY,EICHERMOT,GAIL,GRASIM,HCLTECH,HDFC,HDFCBANK,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,IOC,ITC,KOTAKBANK,MARUTI,MM,NIFTY50_all,ONGC,RELIANCE,SBIN,SHREECEM,SUNPHARMA,TATAMOTORS,TATASTEEL,TITAN,UPL,VEDL,WIPRO,ZEEL
2011-03-04,2508.25,1328.3,636.35,326.95,580.0,344.45,304.15,1571.9,1068.1,455.3,2300.2,462.85,681.5,2218.25,1536.8,210.05,287.9,1016.35,238.8,3062.2,314.6,172.4,419.2,1312.05,676.15,123.8,268.85,982.2,2704.65,1716.95,432.35,1175.75,618.2,3445.4,142.15,276.05,441.4,123.8
2011-03-07,2505.2,1283.4,626.35,324.45,556.6,345.75,305.3,1614.6,1058.65,443.85,2300.65,451.9,667.0,2173.15,1532.8,210.0,281.35,1010.15,241.5,3042.7,307.05,172.65,416.25,1260.85,661.75,126.0,263.85,977.05,2624.15,1723.6,416.6,1127.95,602.75,3398.9,135.5,271.55,447.25,126.0
2011-03-08,2500.1,1311.5,632.0,334.85,561.8,347.9,307.4,1602.55,1049.3,441.0,2293.45,464.0,675.15,2206.5,1515.05,211.95,281.75,1020.6,248.4,3116.3,309.9,171.95,423.2,1256.15,664.7,126.2,272.25,984.95,2642.25,1741.45,424.0,1162.15,616.0,3459.7,136.1,277.45,449.0,126.2
2011-03-09,2501.0,1300.95,645.55,332.5,551.5,349.85,301.5,1619.45,1033.3,441.15,2312.45,464.5,672.7,2206.05,1537.7,213.0,279.7,1035.25,244.5,3095.5,307.8,171.75,431.75,1266.0,669.1,126.1,271.3,993.85,2627.35,1746.75,415.55,1163.3,612.95,3492.95,135.55,280.45,450.95,126.1
2011-03-10,2500.05,1285.05,663.4,329.5,543.35,350.8,299.9,1590.35,1034.45,441.85,2322.2,456.95,666.8,2208.4,1536.3,209.3,276.65,1014.55,243.35,3090.25,304.45,171.3,427.0,1271.4,669.85,122.75,276.05,984.75,2589.75,1763.5,417.3,1165.0,596.55,3473.75,136.6,274.7,454.8,122.75
2011-03-11,2529.65,1265.7,659.55,322.55,545.85,355.55,295.25,1586.55,1043.45,442.4,2352.1,454.9,660.4,2186.35,1530.15,205.75,277.35,1006.9,240.3,3053.9,305.35,171.35,420.25,1250.85,656.3,119.75,281.75,992.05,2565.15,1774.95,420.55,1162.6,581.3,3452.5,131.45,270.05,449.3,119.75
2011-03-14,2528.15,1290.35,664.35,321.75,570.45,355.75,300.1,1597.4,1079.75,462.65,2380.45,464.6,671.45,2214.75,1531.1,209.1,278.1,1019.1,245.1,3100.8,309.85,173.45,426.1,1257.0,661.45,120.1,280.7,1018.35,2602.05,1777.3,425.55,1175.8,601.1,3494.85,132.95,271.85,456.25,120.1
2011-03-15,2531.2,1282.95,646.15,314.15,570.7,359.05,297.65,1540.25,1096.9,457.75,2381.5,455.5,663.1,2184.65,1524.0,204.2,274.75,996.6,244.5,3030.15,302.85,170.1,416.45,1214.15,644.4,119.85,271.15,1037.25,2562.5,1762.1,427.65,1142.1,593.3,3459.65,126.9,261.6,442.4,119.85
2011-03-16,2553.2,1318.6,646.7,320.45,576.55,360.35,296.0,1570.6,1140.35,456.75,2436.2,464.2,659.85,2183.75,1516.4,203.15,271.35,1027.45,247.6,3030.9,310.7,171.2,423.8,1219.25,660.0,120.0,271.8,1047.1,2643.95,1809.9,440.1,1166.5,599.55,3541.4,131.35,263.4,445.4,120.0
2011-03-17,2579.2,1291.1,648.15,317.85,573.95,359.9,298.15,1526.65,1147.65,452.35,2438.0,457.85,637.0,2181.5,1510.15,197.7,270.7,1011.85,245.15,2978.7,306.2,168.05,427.1,1165.1,656.2,119.95,272.35,1030.85,2617.5,1858.4,435.3,1139.95,592.7,3563.85,135.6,260.1,443.45,119.95
2011-03-18,2546.3,1269.2,632.9,318.65,558.85,355.4,293.05,1493.75,1159.3,447.9,2435.05,450.3,620.3,2149.3,1473.5,196.8,269.0,1002.55,243.25,2941.1,303.5,167.95,422.65,1156.2,631.1,118.9,270.15,993.0,2590.25,1874.85,434.7,1117.45,597.15,3461.95,136.0,259.75,439.9,118.9
2011-03-21,2523.65,1279.35,629.25,316.9,563.85,352.75,287.75,1510.1,1180.1,450.45,2434.95,450.95,626.45,2154.45,1434.25,190.7,266.15,1003.6,244.6,2922.3,300.85,167.9,420.75,1128.2,641.1,119.35,269.95,990.3,2582.6,1864.3,444.5,1121.2,601.45,3427.05,137.4,259.0,433.9,119.35
2011-03-22,2509.8,1295.9,631.55,326.6,565.7,350.65,291.6,1533.5,1213.8,453.6,2451.95,452.05,637.8,2151.6,1441.4,191.85,267.7,1004.15,244.5,2943.05,298.95,170.05,421.1,1171.95,654.1,121.35,271.5,999.65,2620.55,1858.15,450.6,1136.1,604.8,3457.2,140.35,263.15,434.4,121.35
2011-03-23,2545.75,1315.4,642.15,330.6,572.3,349.35,303.95,1556.85,1224.95,466.5,2460.1,454.45,640.2,2164.2,1450.35,196.35,269.65,1040.9,253.8,2993.35,302.15,171.95,432.7,1175.95,646.1,119.9,272.65,1013.25,2642.65,1901.65,456.25,1136.9,610.4,3461.3,142.05,275.0,436.6,119.9
2011-03-24,2502.85,1319.45,638.65,333.25,577.25,350.8,305.95,1542.1,1241.85,459.15,2434.75,460.4,644.1,2192.8,1475.6,204.8,269.1,1053.1,257.7,3002.8,305.05,173.0,446.2,1167.15,665.5,119.45,272.95,1010.3,2650.75,1907.3,455.1,1157.3,609.75,3494.35,141.15,273.75,439.65,119.45
2011-03-25,2529.25,1364.95,647.8,339.7,592.4,354.4,307.6,1548.15,1255.0,458.6,2479.1,471.25,663.7,2265.05,1491.25,206.65,271.3,1091.1,262.25,3163.05,311.05,177.45,453.35,1182.3,673.45,123.85,275.9,1026.6,2710.85,1874.3,458.0,1183.85,615.45,3512.6,145.75,279.0,455.9,123.85
2011-03-28,2527.4,1384.25,665.05,347.8,588.6,360.1,308.1,1549.85,1254.7,450.75,2473.1,476.85,667.9,2296.75,1500.75,205.7,276.7,1100.8,264.7,3139.55,315.6,178.7,452.55,1201.7,677.95,124.45,279.2,1025.7,2749.25,1871.8,442.75,1224.0,613.4,3547.15,146.8,275.05,461.9,124.45
2011-03-29,2515.85,1422.15,693.75,360.6,612.45,354.85,314.0,1598.4,1295.85,453.85,2440.15,480.0,683.05,2305.15,1544.6,207.9,277.7,1099.5,266.85,3173.35,324.05,179.25,456.2,1237.95,686.35,124.15,283.85,1022.75,2767.9,1947.8,442.7,1239.45,612.9,3589.85,149.3,286.85,463.5,124.15
2011-03-30,2536.2,1426.45,708.5,359.4,613.55,366.0,327.85,1634.4,1344.45,459.15,2457.7,476.3,698.45,2341.5,1557.55,205.25,278.05,1109.1,276.2,3170.9,339.3,177.6,459.1,1269.0,709.95,124.7,282.4,1032.5,2856.1,2015.4,444.85,1249.0,615.8,3845.3,151.75,288.1,472.85,124.7
2011-03-31,2525.8,1403.85,699.85,357.4,611.85,372.5,321.65,1639.05,1344.3,464.0,2456.9,477.95,701.2,2345.85,1589.45,209.15,287.1,1116.2,263.6,3241.3,332.85,182.1,457.85,1262.15,700.35,123.6,291.3,1049.1,2765.3,2070.05,442.5,1248.35,622.25,3811.45,149.45,291.35,480.2,123.6
2011-04-01,2520.55,1407.75,699.4,355.3,605.9,372.1,319.85,1617.9,1336.5,463.55,2530.9,467.15,708.2,2333.75,1602.75,214.25,283.95,1102.9,265.55,3218.15,332.85,182.5,451.0,1271.1,711.05,125.05,293.05,1036.4,2719.55,2040.1,445.3,1241.8,626.6,3858.3,150.15,298.3,476.05,125.05
2011-04-04,2529.65,1432.1,721.45,359.35,598.2,371.75,316.15,1629.15,1326.2,457.1,2584.4,485.2,705.55,2400.8,1617.9,215.9,279.65,1119.2,272.1,3283.15,327.95,184.85,461.15,1300.35,744.0,125.75,297.9,1050.65,2763.3,2004.35,450.0,1254.2,631.15,3859.1,150.5,294.15,481.0,125.75
2011-04-05,2566.8,1424.75,710.6,360.25,595.3,365.8,321.2,1639.35,1287.1,461.8,2559.5,486.8,698.35,2395.75,1643.25,215.45,275.35,1111.25,271.8,3283.25,324.9,184.2,456.1,1310.85,733.45,127.15,296.5,1047.65,2796.25,1995.0,449.35,1280.35,635.2,3955.4,151.75,314.75,481.0,127.15
2011-04-06,2549.7,1428.95,718.05,353.3,603.0,366.05,319.95,1640.3,1256.65,475.0,2548.65,491.7,698.9,2375.95,1682.3,212.4,277.2,1100.5,270.35,3275.15,326.45,182.95,450.5,1297.5,726.65,127.45,298.1,1044.85,2797.35,1964.7,443.9,1298.7,634.4,4034.05,151.3,325.75,465.95,127.45
2011-04-07,2551.7,1445.75,716.95,357.0,613.8,366.95,320.45,1628.75,1260.6,473.15,2522.1,497.85,715.7,2354.75,1694.85,216.05,276.0,1104.0,274.15,3245.9,335.65,182.55,445.55,1278.25,733.3,125.2,291.6,1041.9,2812.9,1954.4,441.25,1290.9,638.35,3991.65,154.6,315.8,472.45,125.2
2011-04-08,2560.35,1449.7,720.9,361.9,602.1,376.05,318.05,1629.95,1267.8,471.15,2537.7,484.75,710.65,2352.4,1663.45,209.0,277.05,1098.3,271.9,3227.3,334.2,183.75,442.15,1253.85,729.3,122.9,287.45,1023.9,2778.25,1951.65,441.65,1253.3,629.85,3912.6,151.25,313.15,465.55,122.9
2011-04-11,2566.5,1409.85,715.35,362.45,587.5,378.4,319.45,1614.15,1268.65,464.2,2533.75,491.3,690.15,2296.05,1638.3,207.4,273.65,1100.6,274.3,3241.6,325.25,185.0,442.7,1237.6,710.0,127.25,282.9,1005.3,2784.2,1954.65,450.4,1219.55,624.95,3796.55,150.05,319.4,460.0,127.25
2011-04-13,2617.75,1438.3,719.4,367.45,601.2,385.7,324.25,1636.05,1274.75,475.1,2556.0,497.3,718.0,2368.95,1735.15,209.65,281.6,1126.85,279.9,3306.2,332.35,190.1,455.9,1278.15,729.0,126.15,289.0,1021.8,2819.0,1972.25,447.05,1248.85,636.4,3885.65,152.15,321.2,472.4,126.15
2011-04-15,2620.85,1429.9,715.9,372.4,599.4,389.25,321.65,1654.25,1263.1,469.3,2521.9,482.7,706.7,2363.1,1831.75,210.2,275.05,1101.7,279.95,2989.5,329.6,191.5,451.95,1257.2,724.45,124.6,286.05,1020.95,2808.15,1972.85,439.75,1235.85,630.6,3895.45,153.5,316.1,449.8,124.6
2011-04-18,2581.65,1389.8,700.0,368.3,589.15,377.1,316.6,1646.8,1241.35,463.85,2471.0,463.05,692.1,2311.8,1863.85,203.65,281.15,1084.1,274.55,2906.1,322.15,190.2,449.75,1262.35,722.15,125.2,287.4,1009.15,2751.55,1935.2,434.65,1205.85,612.1,3900.5,153.8,305.15,445.4,125.2
2011-04-19,2569.15,1409.35,704.4,376.45,605.1,374.0,317.8,1625.2,1241.9,472.6,2400.5,476.55,694.6,2347.5,1766.85,205.0,277.05,1090.05,275.85,2887.35,331.95,187.5,442.6,1254.7,726.0,134.8,289.55,1011.65,2733.35,1947.05,441.65,1201.3,609.4,3934.95,157.0,307.15,449.55,134.8
2011-04-20,2568.8,1448.0,708.4,380.55,617.65,380.6,322.05,1676.6,1268.55,478.8,2416.65,522.85,715.0,2371.95,1742.6,214.35,284.1,1112.35,279.0,2907.3,333.85,190.6,460.35,1265.0,763.25,134.0,295.2,1025.9,2795.15,2020.35,445.9,1251.75,624.5,4057.5,160.25,308.45,463.65,134.0
2011-04-21,2591.3,1447.55,711.25,376.25,619.75,381.45,321.5,1656.8,1256.4,474.1,2422.8,519.0,732.2,2410.65,1787.2,220.8,288.75,1118.5,274.9,2910.0,331.35,190.15,461.5,1307.0,764.65,133.4,304.2,1040.6,2861.15,2029.45,446.3,1243.75,630.05,4025.0,160.8,321.9,463.15,133.4
2011-04-25,2662.1,1377.3,705.75,375.45,618.45,379.9,319.75,1655.85,1241.3,479.45,2464.1,515.1,731.05,2391.0,1773.6,219.2,288.65,1112.65,275.5,2941.3,332.75,190.25,469.65,1326.45,767.85,132.0,303.4,1009.35,2918.8,1993.15,446.0,1242.55,626.7,4116.0,162.25,326.7,466.2,132.0
2011-04-26,2655.9,1356.35,704.5,381.6,630.0,380.4,317.7,1679.9,1239.5,482.7,2502.5,516.5,722.85,2359.85,1771.35,223.0,283.6,1121.45,270.65,2942.35,332.1,191.65,464.05,1302.6,756.65,131.0,303.85,1001.15,2933.75,2022.0,447.1,1261.3,627.4,4098.5,160.65,323.3,464.7,131.0
2011-04-27,2667.85,1343.85,708.0,385.15,631.45,378.2,319.35,1666.35,1255.4,475.9,2471.95,516.05,722.1,2353.25,1742.4,220.05,283.5,1106.85,266.1,2953.15,338.75,193.65,458.0,1316.8,770.4,131.95,311.4,986.1,2910.45,2033.35,442.55,1249.5,620.05,4124.25,161.7,320.1,451.1,131.95
2011-04-28,2690.85,1333.7,708.6,386.75,634.65,379.75,308.9,1679.35,1253.95,475.25,2446.65,512.3,717.35,2337.75,1695.45,219.05,279.3,1117.5,267.0,2929.15,338.35,191.85,441.25,1301.25,770.25,135.15,317.75,972.4,2855.75,2057.95,450.35,1232.3,613.45,4118.2,159.9,319.35,446.6,135.15
2011-04-29,2774.6,1286.6,699.5,380.05,629.55,369.3,309.5,1663.9,1247.45,475.45,2452.45,521.2,706.8,2295.55,1710.0,216.05,285.2,1114.45,259.8,2906.25,339.85,192.35,430.1,1317.65,756.4,134.75,307.8,983.75,2804.6,2010.1,465.75,1236.85,616.5,4029.6,151.3,313.9,450.3,134.75
2011-05-02,2743.1,1276.45,691.2,383.7,633.4,364.8,314.9,1692.75,1214.75,460.95,2470.6,520.5,699.4,2290.15,1689.25,213.35,281.05,1098.3,253.8,2922.55,343.3,191.15,413.1,1291.6,741.65,136.55,303.4,964.75,2692.7,1964.5,465.3,1225.35,614.65,3917.8,151.6,314.25,447.6,136.55
2011-05-03,2773.0,1230.4,652.25,374.45,629.35,362.85,310.3,1683.1,1179.1,445.75,2453.2,515.0,684.35,2235.65,1656.7,206.35,272.65,1067.8,242.3,2911.05,342.15,186.85,412.55,1273.8,708.1,133.4,293.95,943.9,2583.7,1991.45,448.25,1163.1,603.25,3772.5,149.85,305.85,436.65,133.4
2011-05-04,2698.1,1235.6,637.65,369.75,654.5,362.65,309.2,1600.85,1148.1,446.65,2358.25,498.65,662.5,2261.45,1598.7,205.45,275.1,1057.65,238.65,2869.75,347.85,186.8,412.95,1244.6,703.95,133.65,309.65,947.65,2615.8,1920.95,443.4,1159.3,589.75,3833.5,148.25,301.35,437.0,133.65
2011-05-05,2667.8,1209.85,621.4,357.9,643.35,363.4,303.65,1580.05,1161.55,450.0,2303.15,496.45,655.05,2220.45,1697.45,201.95,267.55,1030.0,236.4,2848.5,344.55,182.5,422.0,1253.85,692.5,133.75,309.95,949.95,2602.4,1898.65,438.0,1137.15,583.05,3906.95,156.15,298.65,432.5,133.75
2011-05-06,2700.15,1258.2,625.8,350.95,666.05,370.65,305.55,1606.4,1150.35,450.05,2333.35,500.35,664.8,2297.25,1765.55,201.7,275.9,1083.8,250.95,2893.0,352.85,183.6,432.25,1273.5,714.4,133.0,305.25,955.05,2649.9,1885.5,441.05,1199.95,594.5,3955.65,155.7,290.35,442.45,133.0
2011-05-09,2743.0,1237.75,640.4,365.2,655.0,368.95,303.0,1597.05,1289.5,456.6,2331.35,499.4,664.55,2278.85,1742.8,202.6,284.75,1083.0,254.45,2908.55,344.2,184.45,428.9,1245.5,710.25,132.9,304.2,959.3,2623.25,1901.0,440.2,1176.85,595.1,3944.85,157.9,295.5,436.15,132.9
2011-05-10,2691.05,1228.7,636.0,365.95,651.55,367.9,304.75,1593.35,1247.35,462.1,2359.5,503.1,661.1,2246.4,1713.9,203.2,297.25,1076.2,252.95,2880.05,343.55,185.6,422.15,1241.8,699.6,132.5,304.3,950.75,2627.0,1897.6,430.7,1186.25,588.4,3895.35,158.85,298.65,436.3,132.5
2011-05-11,2672.1,1228.25,631.2,366.2,658.9,377.2,304.5,1598.9,1290.4,460.95,2360.8,505.35,666.1,2261.05,1776.15,204.85,300.2,1076.7,251.55,2906.05,348.85,186.35,423.7,1222.85,698.1,132.4,300.3,955.45,2675.0,1897.95,430.2,1211.65,594.2,3943.2,160.85,303.25,439.15,132.4
2011-05-12,2750.5,1205.65,641.55,365.7,660.6,372.65,303.85,1598.55,1280.8,460.15,2306.25,504.9,647.2,2240.2,1750.2,195.15,301.4,1052.15,246.75,2881.25,348.95,183.8,412.4,1219.2,689.25,131.45,301.95,945.5,2641.45,1868.15,430.85,1187.0,584.7,3932.3,163.5,291.35,433.3,131.45
2011-05-13,2768.4,1244.7,641.05,367.75,660.4,371.2,308.2,1651.65,1287.55,459.15,2346.05,504.75,644.7,2251.05,1798.0,197.95,306.65,1073.05,252.55,2878.35,343.6,189.0,419.95,1222.45,690.85,131.45,304.65,948.0,2649.65,1837.3,427.3,1211.05,594.0,3977.8,168.8,297.0,442.55,131.45
2011-05-16,2793.5,1224.4,638.25,371.2,652.35,375.1,304.3,1618.5,1297.5,452.15,2322.65,499.6,634.0,2253.05,1862.85,194.9,304.35,1057.75,244.85,2850.4,340.9,186.1,411.1,1230.5,672.65,130.9,296.95,945.0,2616.3,1833.9,440.45,1215.75,577.8,4025.05,164.9,300.4,439.95,130.9
2011-05-17,2848.85,1219.4,624.15,370.7,645.2,374.95,306.0,1628.85,1283.4,433.3,2316.75,503.1,631.6,2252.45,1802.75,193.45,308.95,1039.75,240.75,2844.15,335.8,187.85,410.35,1210.0,670.5,131.35,277.4,920.65,2414.7,1802.0,441.6,1189.0,573.95,4118.7,167.75,299.95,437.5,131.35
2011-05-18,2864.55,1217.95,633.7,371.95,618.45,377.35,305.25,1588.75,1287.45,421.75,2302.45,504.1,646.05,2267.35,1841.65,196.55,309.05,1032.25,241.5,2842.5,320.95,188.95,410.5,1216.6,670.4,131.15,274.0,901.85,2355.75,1791.1,432.5,1149.15,571.7,4081.35,163.75,297.6,446.15,131.15
2011-05-19,2847.7,1214.65,622.5,365.8,617.75,382.25,306.8,1599.2,1294.4,428.15,2239.45,506.85,643.85,2273.8,1793.45,189.5,309.6,1030.1,242.3,2846.45,317.45,189.05,409.7,1211.75,676.15,131.6,277.7,915.5,2322.3,1793.15,427.25,1150.85,562.75,4124.3,163.55,296.0,442.8,131.6
2011-05-20,2909.75,1220.9,619.65,373.85,625.7,382.05,315.5,1600.9,1309.05,426.2,2258.25,505.95,658.85,2315.7,1808.75,192.1,310.2,1043.2,249.45,2849.85,319.05,186.55,416.95,1223.2,690.85,132.75,273.95,923.2,2320.45,1846.0,439.25,1168.65,579.55,4140.9,163.7,293.15,447.35,132.75
2011-05-23,2914.15,1188.0,608.25,368.45,629.3,385.05,310.1,1566.0,1320.2,435.25,2211.0,493.65,646.55,2264.7,1788.85,188.6,304.0,1006.9,241.3,2837.05,317.05,190.2,409.6,1203.75,686.85,132.0,267.4,909.4,2249.75,1878.6,424.85,1129.45,559.4,4220.65,164.75,280.05,440.05,132.0
2011-05-24,2963.45,1202.4,601.2,370.6,619.9,394.1,313.95,1558.35,1333.2,429.95,2226.9,490.85,649.4,2255.3,1818.4,186.75,302.25,1018.8,244.95,2844.5,313.65,186.95,412.25,1204.5,687.15,135.95,265.65,915.75,2222.1,1885.55,430.8,1121.85,566.5,4281.6,160.35,275.2,439.9,135.95
2011-05-25,3006.5,1181.65,595.05,369.65,603.75,395.4,311.95,1544.05,1329.45,429.75,2245.2,491.35,644.25,2254.75,1806.05,183.9,300.0,1008.75,245.05,2788.65,303.15,189.1,421.5,1200.75,681.25,137.35,262.4,906.0,2177.95,1864.2,438.15,1133.8,561.2,4347.8,157.05,270.35,435.6,137.35
2011-05-26,2993.25,1208.4,595.4,367.3,616.2,391.75,320.35,1550.15,1327.25,442.1,2253.95,499.25,643.15,2264.2,1884.0,186.55,308.6,1026.25,250.95,2776.55,307.75,187.0,427.9,1215.3,684.85,138.1,274.45,933.85,2188.3,1857.85,440.7,1162.4,574.15,4228.25,161.25,277.4,434.9,138.1
2011-05-27,3006.35,1220.6,630.75,372.9,628.15,391.05,318.85,1559.5,1350.55,434.7,2249.95,508.75,656.3,2303.65,1850.35,197.55,301.95,1068.15,259.65,2787.5,320.4,188.95,438.1,1221.7,704.9,138.75,282.95,945.45,2234.65,1861.85,444.95,1088.85,585.2,4178.75,162.05,281.65,442.05,138.75
2011-05-30,3082.25,1245.25,613.55,371.45,627.25,409.75,329.5,1579.45,1346.4,443.0,2244.65,508.85,668.55,2307.6,1836.55,193.05,302.8,1077.7,259.75,2780.6,319.6,187.6,434.5,1210.45,663.05,136.15,277.55,938.85,2237.3,1832.3,464.4,1077.35,579.3,4322.9,157.7,282.5,441.8,136.15
2011-05-31,3133.4,1282.5,616.7,374.15,633.0,420.5,326.05,1615.85,1334.9,444.8,2302.75,514.8,684.05,2399.55,1854.75,197.35,304.55,1086.1,264.05,2785.65,328.3,193.35,441.45,1230.15,672.1,137.1,281.05,951.85,2297.95,1818.5,477.45,1095.3,589.0,4407.95,162.2,289.9,446.4,137.1
2011-06-01,3169.35,1278.25,631.85,381.6,632.55,421.15,327.25,1610.45,1352.4,452.65,2329.5,514.4,689.1,2398.2,1863.35,197.3,310.45,1084.7,264.7,2811.55,328.3,193.85,441.1,1250.1,675.85,139.75,281.6,946.8,2329.2,1803.25,469.95,1079.9,582.3,4309.55,161.8,293.35,448.3,139.75
2011-06-02,3105.05,1273.75,633.45,381.15,628.65,431.9,325.2,1606.85,1354.45,447.7,2279.8,513.7,680.0,2360.3,1871.15,194.0,320.75,1048.9,261.6,2803.05,331.55,195.3,432.05,1225.4,661.5,143.05,281.1,951.05,2334.2,1795.55,478.5,1048.2,574.9,4312.05,163.65,283.05,442.95,143.05
2011-06-03,3167.8,1242.75,625.0,378.45,621.2,445.05,324.6,1575.35,1331.15,439.6,2278.75,512.35,660.05,2356.75,1861.1,189.15,318.55,1047.4,267.1,2816.2,324.25,193.45,435.6,1233.9,669.05,140.25,280.0,934.6,2312.5,1795.55,467.65,1023.8,573.25,4332.1,164.85,289.3,443.1,140.25
2011-06-06,3170.05,1235.45,614.0,380.0,612.05,447.65,331.7,1607.4,1333.35,432.15,2279.15,509.5,670.65,2381.25,1860.5,186.3,314.95,1058.05,265.75,2837.9,319.65,192.8,442.9,1232.0,657.6,140.0,275.85,937.75,2317.15,1790.2,478.0,1023.7,567.9,4368.85,159.85,285.3,445.05,140.0
2011-06-07,3206.15,1244.65,619.15,377.85,614.0,445.95,337.6,1604.1,1335.15,435.75,2287.55,511.8,669.2,2376.5,1832.95,187.7,308.75,1056.15,267.25,2892.55,319.15,193.55,447.75,1240.0,664.25,144.65,276.35,958.25,2320.1,1778.15,490.1,1027.2,577.95,4378.9,160.95,287.4,440.6,144.65
2011-06-08,3204.3,1228.75,635.6,377.75,624.75,445.0,334.95,1577.45,1300.9,443.5,2287.9,510.95,658.3,2355.25,1763.9,183.65,313.4,1049.05,262.75,2871.7,322.1,194.95,445.3,1223.9,664.3,144.2,270.05,949.2,2294.9,1768.45,478.6,1028.55,577.7,4421.25,159.75,287.8,441.2,144.2
2011-06-09,3095.95,1246.4,631.1,376.55,612.95,442.9,335.6,1563.6,1308.55,445.05,2273.95,507.7,654.8,2362.8,1741.8,183.0,312.55,1048.0,262.0,2861.5,319.0,195.0,439.55,1215.05,665.45,142.6,265.2,954.0,2263.55,1767.05,475.0,1021.15,577.05,4526.8,157.0,289.8,438.8,142.6
2011-06-10,3100.85,1235.15,622.2,373.95,605.9,443.5,332.45,1562.1,1320.4,445.15,2230.65,502.85,651.5,2362.45,1724.4,184.75,311.45,1035.9,259.45,2862.35,313.65,191.65,440.5,1226.65,662.2,139.25,266.85,944.5,2242.9,1767.65,472.0,1019.6,569.45,4606.2,155.3,286.45,437.45,139.25
2011-06-13,3065.15,1233.3,624.95,377.6,615.0,447.05,339.9,1536.7,1311.4,450.0,2214.45,500.35,657.0,2372.6,1734.7,180.35,313.95,1039.6,261.65,2877.6,323.25,190.9,443.6,1224.95,664.2,139.9,268.95,925.6,2219.95,1735.45,480.3,1010.3,562.95,4714.6,159.05,281.55,435.45,139.9
2011-06-14,3068.95,1260.05,622.1,379.3,617.15,470.7,335.4,1554.9,1314.55,451.35,2224.75,507.6,648.4,2382.5,1736.15,176.75,315.35,1055.55,262.3,2872.3,323.0,193.85,447.95,1222.45,671.65,140.3,270.0,911.35,2230.25,1736.6,487.8,984.0,561.0,4559.65,160.25,282.65,436.85,140.3
2011-06-15,3064.6,1224.4,601.7,376.75,619.05,465.45,333.05,1555.6,1292.0,442.6,2203.9,499.2,648.2,2372.8,1746.95,173.3,316.75,1031.15,258.3,2835.6,330.6,194.15,439.15,1210.0,664.85,139.2,268.35,900.55,2182.5,1727.2,490.6,994.15,561.4,4477.35,159.5,283.65,424.4,139.2
2011-06-16,3019.25,1217.85,581.15,369.65,629.7,471.6,329.6,1549.55,1283.75,436.65,2160.2,489.05,648.1,2343.0,1736.85,173.15,320.9,1028.5,255.25,2800.3,327.9,194.0,440.05,1193.15,657.1,136.5,269.1,887.55,2205.45,1715.3,494.2,983.65,553.25,4427.75,156.7,280.3,416.05,136.5
2011-06-17,3002.8,1222.55,583.7,380.55,630.9,470.35,328.4,1553.35,1244.05,439.7,2106.6,479.95,638.65,2349.3,1731.7,169.85,320.9,1032.2,254.3,2769.65,334.5,191.75,439.9,1165.0,644.1,134.75,265.8,868.75,2213.1,1720.0,477.75,980.95,573.05,4559.65,151.85,272.1,408.85,134.75
2011-06-20,2947.5,1226.4,571.9,389.85,627.65,470.45,317.6,1516.1,1202.2,430.7,2013.55,465.1,630.05,2299.0,1740.25,168.6,322.55,1024.85,251.25,2709.55,325.75,186.45,433.25,1160.75,633.25,134.2,256.2,833.25,2180.2,1699.25,476.75,931.0,561.15,4621.25,146.15,265.15,402.3,134.2
2011-06-21,2951.45,1241.85,578.35,391.6,618.25,472.05,315.95,1511.2,1206.6,434.0,2044.4,465.05,643.05,2325.55,1762.35,169.6,322.35,1014.0,253.1,2727.15,323.5,184.85,435.2,1144.8,634.45,136.1,256.05,848.65,2148.5,1698.95,488.2,936.2,558.2,4578.7,144.7,267.45,402.4,136.1
2011-06-22,2932.4,1254.65,566.1,381.8,615.7,460.2,322.7,1514.5,1208.4,437.7,2058.3,463.4,644.65,2322.7,1747.95,167.65,310.75,1018.9,252.75,2755.05,319.95,185.2,430.45,1122.75,648.7,136.75,260.8,845.8,2140.5,1680.75,494.9,935.9,558.1,4292.45,141.75,268.85,403.8,136.75
2011-06-23,2956.7,1244.35,569.9,382.15,617.2,456.15,316.0,1494.6,1229.0,437.8,2034.4,470.65,638.95,2333.75,1763.2,166.65,317.6,1030.2,253.6,2779.1,328.8,191.45,434.05,1099.3,653.45,135.5,264.65,870.5,2161.35,1668.65,488.9,945.0,556.55,228.9,145.0,264.95,409.9,135.5
2011-06-24,2979.8,1272.25,580.2,391.9,634.7,465.4,326.75,1499.7,1278.55,448.3,2089.05,492.8,668.0,2383.15,1864.75,172.85,324.35,1064.1,266.3,2859.95,336.9,195.1,447.5,1119.6,673.8,136.8,272.8,871.4,2286.1,1685.15,490.0,966.45,578.95,216.4,148.6,280.3,424.2,136.8
2011-06-27,3114.2,1306.4,597.9,396.0,663.95,466.0,331.3,1504.8,1305.25,457.4,2069.85,490.35,674.55,2416.15,1852.2,174.1,323.45,1079.4,268.9,2871.05,347.7,193.6,456.0,1152.75,693.3,141.6,284.2,871.55,2326.0,1657.8,491.6,977.75,589.35,212.0,154.65,286.1,422.65,141.6
