Date,ASIANPAINT,AXISBANK,BAJFINANCE,BHARTIARTL,BPCL,BRITANNIA,CIPLA,DRREDDY,EICHERMOT,GAIL,GRASIM,HCLTECH,HDFC,HDFCBANK,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,IOC,ITC,KOTAKBANK,MARUTI,MM,NIFTY50_all,ONGC,RELIANCE,SBIN,SHREECEM,SUNPHARMA,TATAMOTORS,TATASTEEL,TITAN,UPL,VEDL,WIPRO,ZEEL
2004-01-23,342.05,159.8,81.6,126.35,458.15,672.55,1295.35,1367.8,247.2,215.9,1126.95,323.55,629.65,364.85,455.2,1282.15,195.2,293.7,42.2,5461.25,459.3,1028.8,370.35,415.45,406.2,155.25,781.85,557.85,622.25,121.1,604.65,466.3,425.75,120.15,553.8,618.25,1719.95,155.25
2004-01-27,341.4,166.7,84.8,147.1,483.2,671.8,1279.95,1425.5,245.5,229.2,1124.0,324.9,619.65,365.6,464.4,1322.95,201.45,305.5,44.0,5561.45,481.05,1053.55,373.75,431.35,421.1,159.1,811.4,580.65,648.65,131.25,621.2,510.55,443.5,123.45,540.35,623.1,1731.15,159.1
2004-01-28,335.4,170.75,84.1,139.6,469.35,653.85,1276.95,1432.15,245.9,225.0,1114.45,319.5,655.35,360.2,459.0,1253.25,193.15,293.65,43.15,5417.45,464.3,1017.6,405.35,418.7,403.45,160.3,772.8,575.7,631.7,130.2,618.0,518.1,434.9,118.4,538.85,629.0,1648.1,160.3
2004-01-29,332.6,175.4,82.5,138.7,457.95,650.25,1221.9,1432.0,246.25,225.15,1146.05,315.65,649.45,356.0,448.05,1237.0,187.9,287.65,42.95,5253.1,459.6,1028.7,398.85,433.8,405.65,156.0,767.2,571.5,626.7,134.55,624.6,528.9,431.0,120.25,515.1,625.95,1573.8,156.0
2004-01-30,322.5,164.7,79.95,134.65,464.55,656.8,1202.4,1398.25,245.0,220.7,1113.15,303.5,649.3,344.95,452.1,1161.35,187.9,295.05,42.2,5212.8,444.35,1024.9,398.2,431.75,409.25,151.55,740.6,560.55,598.05,137.15,610.75,520.4,406.2,113.15,482.95,604.7,1558.8,151.55
2004-02-03,320.05,139.0,76.55,128.25,433.65,655.0,1142.4,1289.55,236.3,200.9,1109.65,300.55,648.95,336.7,438.85,1193.75,190.2,295.3,39.75,5197.7,414.65,1010.9,378.7,406.45,411.8,134.65,692.0,553.7,567.3,126.45,640.3,509.6,385.75,107.8,461.45,607.3,1525.45,134.65
2004-02-04,320.05,144.35,78.3,130.75,436.0,660.1,1147.95,1323.2,227.9,213.9,1096.45,298.9,649.8,349.95,460.75,1217.95,193.2,302.4,39.15,5359.9,430.3,1001.5,379.45,442.55,439.95,155.65,716.15,571.4,589.65,119.8,633.0,544.4,415.5,102.1,475.15,604.9,1517.2,155.65
2004-02-05,320.15,142.65,78.6,128.35,437.0,659.05,1151.2,1309.45,220.75,213.35,1074.0,289.05,646.9,356.75,463.0,1207.5,193.65,306.55,39.25,5439.45,432.2,974.85,372.6,433.5,440.65,147.0,712.15,564.6,579.35,113.75,637.3,517.0,400.45,102.9,480.15,600.6,1499.0,147.0
2004-02-06,320.25,140.7,78.55,139.8,466.7,655.7,1148.6,1332.85,221.5,217.3,1082.05,284.2,647.9,354.75,463.9,1215.65,189.5,321.3,40.25,5558.55,466.45,990.1,369.6,448.65,441.6,144.7,734.85,575.4,595.55,113.3,627.5,532.0,413.3,97.2,480.75,589.2,1555.7,144.7
2004-02-09,320.2,143.35,79.95,138.9,474.75,667.5,1165.2,1250.35,219.9,222.4,1113.45,299.95,659.85,364.25,483.1,1295.15,193.0,332.0,41.95,5650.45,477.6,995.7,382.65,465.65,454.2,151.5,744.65,588.7,622.8,114.75,639.5,542.1,422.75,97.7,471.95,581.1,1625.35,151.5
2004-02-10,320.35,157.4,78.25,138.1,488.45,657.8,1173.6,1237.2,222.25,230.9,1109.4,293.65,669.85,372.85,480.3,1330.0,194.45,348.25,41.25,5507.95,478.35,1004.8,380.0,460.65,442.5,147.75,745.0,593.25,611.1,119.6,626.65,534.2,415.25,96.05,477.8,556.8,1598.05,147.75
2004-02-11,321.15,153.2,79.0,141.6,485.0,667.3,1172.7,1260.8,218.65,229.6,1153.1,300.1,677.6,374.55,483.15,1388.95,195.5,318.1,41.95,5471.4,486.5,1009.45,385.45,473.85,448.0,151.25,749.7,587.3,627.3,129.05,637.8,542.4,430.35,94.4,479.75,592.95,1608.9,151.25
2004-02-12,320.3,151.6,78.1,147.45,491.7,665.95,1176.6,1241.9,219.8,225.6,1135.8,295.2,670.45,374.55,505.6,1345.6,197.15,318.85,41.9,5353.15,489.25,1009.75,384.9,480.65,463.4,151.55,736.95,587.7,617.6,135.0,630.45,541.1,426.65,94.75,486.35,650.05,1577.35,151.55
2004-02-13,320.1,151.2,78.0,153.15,484.35,680.5,1218.1,1255.15,226.25,226.7,1141.15,301.4,674.0,374.8,501.0,1351.25,203.1,311.4,42.4,5376.2,499.5,1058.95,383.65,494.3,463.4,153.8,737.2,595.4,629.15,133.35,639.4,553.9,438.45,94.8,492.8,675.1,1625.55,153.8
2004-02-16,320.55,150.85,78.45,158.5,473.2,670.45,1221.35,1235.9,228.3,224.8,1140.65,303.3,660.9,378.2,504.3,1348.75,199.6,309.55,42.95,5356.0,491.85,1070.7,391.35,519.45,485.85,156.8,728.85,592.95,630.15,135.9,651.9,560.15,443.85,94.85,494.35,695.95,1616.8,156.8
2004-02-17,319.9,150.05,77.9,158.65,483.05,678.95,1220.25,1240.8,227.2,221.35,1188.75,309.4,662.4,380.7,498.3,1353.2,192.8,315.8,42.2,5398.0,496.75,1080.25,390.1,510.95,491.05,154.65,719.0,598.75,633.9,131.85,693.0,559.3,453.9,106.7,497.65,665.15,1608.45,154.65
2004-02-18,320.0,148.35,78.45,156.7,486.95,675.45,1220.0,1241.8,229.95,226.85,1177.35,305.35,671.4,379.35,504.05,1337.95,187.75,317.35,41.55,5351.4,498.15,1079.6,389.95,518.2,500.7,152.0,766.95,604.85,629.45,131.45,708.8,563.5,449.9,103.2,501.75,652.75,1590.6,152.0
2004-02-19,320.0,143.7,77.95,157.3,474.4,679.0,1205.05,1222.55,230.05,223.85,1133.85,289.2,676.5,374.8,491.15,1322.65,182.25,310.75,40.4,5106.3,483.6,1078.75,395.9,500.0,488.05,145.2,755.95,582.35,603.95,127.2,677.75,543.8,437.05,99.75,481.55,638.75,1511.0,145.2
2004-02-20,320.6,141.8,77.65,153.0,466.8,675.95,1199.4,1197.4,232.95,222.25,1144.9,293.0,647.7,364.9,511.6,1330.45,179.1,296.7,39.8,5065.15,489.2,1091.1,395.3,512.45,490.45,141.0,745.25,587.45,602.5,126.3,680.15,552.1,439.3,102.05,475.0,620.4,1503.9,141.0
2004-02-23,316.4,136.95,76.35,150.15,445.85,662.9,1194.9,1209.35,230.1,207.2,1093.5,279.05,640.3,367.2,485.1,1320.9,174.55,282.0,38.25,5082.9,469.95,1089.75,392.05,494.85,477.65,129.65,719.55,565.35,589.15,122.25,687.55,526.95,433.3,108.7,469.2,623.1,1468.4,129.65
2004-02-24,312.65,136.35,75.05,148.65,452.75,670.1,1191.2,1227.85,233.95,207.45,1081.6,274.55,618.9,371.55,513.5,1329.3,175.7,274.8,38.35,5043.85,466.05,1112.3,391.4,501.0,484.7,126.0,714.0,565.75,605.75,122.2,684.9,525.95,443.4,123.8,482.6,618.7,1467.05,126.0
2004-02-25,303.15,135.8,73.05,147.6,441.25,659.65,1241.25,1259.1,229.6,196.7,1065.6,272.8,619.45,365.2,499.85,1293.15,174.6,274.45,38.1,4967.35,454.35,1075.95,391.55,488.05,470.45,127.55,673.4,555.2,588.2,122.25,653.85,497.95,428.4,119.2,470.85,608.2,1442.5,127.55
2004-02-26,300.95,138.95,74.7,142.45,441.6,669.45,1191.5,1253.8,221.65,196.45,1059.35,267.45,624.15,369.05,499.8,1261.35,173.05,267.75,38.55,4885.1,438.5,1091.65,390.05,495.6,447.35,124.05,700.1,542.3,576.2,119.55,651.75,496.45,423.3,119.55,470.65,599.5,1418.8,124.05
2004-02-27,301.15,139.25,75.4,142.4,460.15,662.5,1196.65,1240.85,216.65,202.15,1069.45,289.1,609.7,374.65,492.55,1246.05,173.95,270.95,39.1,5062.45,450.75,1100.5,389.8,500.05,464.75,133.4,719.9,554.7,584.5,124.1,650.4,508.85,427.35,120.6,477.7,583.65,1454.55,133.4
2004-03-01,305.95,139.8,74.4,162.95,491.35,650.15,1203.15,1015.15,225.25,204.05,1137.55,288.1,641.75,378.55,516.95,1272.4,174.0,281.7,38.6,5319.35,469.05,1140.45,400.6,514.55,474.5,133.25,757.55,567.3,600.25,128.6,665.25,523.0,436.15,118.2,479.65,603.15,1498.1,133.25
2004-03-03,300.15,141.15,73.8,153.95,489.7,644.2,1243.8,1022.5,228.8,208.8,1150.0,293.8,639.5,392.0,524.15,1332.05,165.05,277.25,38.05,5185.0,464.7,1174.7,398.5,529.3,488.7,136.9,751.85,580.85,599.25,131.5,655.35,537.05,440.5,121.0,516.6,634.2,1508.0,136.9
2004-03-04,305.6,137.85,73.45,153.9,480.35,642.95,1230.65,1014.6,230.05,208.0,1158.1,288.0,639.7,383.2,520.1,1282.5,158.15,288.9,37.05,5285.0,473.95,1164.7,392.25,521.4,486.95,130.45,758.15,573.65,604.5,130.0,684.7,521.45,428.35,120.6,498.95,624.85,1514.8,130.45
2004-03-05,316.4,136.8,73.25,153.85,500.85,645.75,1235.6,1020.45,231.5,215.5,1183.75,289.05,639.4,382.45,533.5,1302.3,158.45,292.2,36.5,5248.7,496.2,1166.6,389.45,529.5,493.65,125.5,801.0,586.15,616.45,139.15,685.9,533.05,442.6,118.25,499.5,621.6,1488.75,125.5
2004-03-08,313.6,140.55,73.3,154.6,503.1,636.85,1243.55,1029.2,232.25,229.85,1225.9,281.1,636.55,379.9,539.5,1309.25,156.7,304.3,39.4,5110.55,525.15,1176.15,387.5,524.85,494.65,128.55,855.1,595.75,627.6,147.85,689.55,534.55,449.7,116.7,513.2,600.25,1442.7,128.55
2004-03-09,314.85,137.6,73.65,154.05,490.55,641.15,1238.9,1048.9,223.6,235.7,1178.85,278.5,627.45,375.05,530.95,1292.1,154.75,302.2,38.7,4984.9,516.05,1168.75,391.35,516.6,490.85,123.2,839.3,584.3,633.65,144.45,692.0,520.45,442.5,113.6,512.3,596.95,1429.1,123.2
2004-03-10,312.4,136.3,73.5,156.75,487.2,638.2,1234.3,1048.6,223.6,236.3,1146.25,276.0,628.05,378.3,496.15,1291.3,149.75,289.25,38.05,4902.25,511.4,1171.45,390.8,509.2,485.1,123.05,840.25,573.7,617.55,146.55,690.35,504.2,435.6,113.1,509.9,578.8,1461.6,123.05
2004-03-11,314.3,135.8,73.65,149.45,465.8,640.6,1224.9,1065.5,225.3,229.05,1109.9,271.2,614.8,376.0,472.75,1287.45,154.55,280.1,37.15,4855.6,502.05,1148.15,390.1,505.25,468.0,121.1,828.2,565.85,601.95,140.65,688.55,486.55,420.35,110.8,515.2,537.5,1437.55,121.1
2004-03-12,315.5,134.15,73.2,150.6,472.55,645.45,1219.25,1029.9,221.6,225.05,1093.55,277.6,615.45,366.85,475.1,1285.3,156.45,282.0,37.15,5037.0,507.65,1134.4,389.4,507.05,479.6,117.6,802.55,562.6,599.15,141.7,680.0,489.3,421.45,108.8,497.3,511.1,1469.8,117.6
2004-03-15,315.35,133.95,72.3,151.05,461.45,633.45,1203.65,1019.7,211.65,216.15,1067.35,270.35,613.8,361.7,450.25,1284.3,153.95,278.25,36.35,4940.45,485.45,1101.15,390.1,483.8,462.75,116.7,788.8,545.05,578.8,134.55,655.7,470.05,391.8,104.65,498.4,483.35,1424.45,116.7
2004-03-16,314.55,130.4,71.55,144.7,464.3,609.85,1184.65,995.9,213.95,213.05,1040.45,270.0,608.3,359.35,478.35,1296.35,150.3,282.95,34.9,4942.4,477.25,1076.1,390.45,478.1,462.8,115.65,830.75,541.85,572.75,140.15,622.15,458.85,392.15,101.3,481.4,470.3,1458.15,115.65
2004-03-17,314.25,136.65,71.05,145.3,463.4,588.05,1189.25,992.65,215.05,210.1,1025.05,267.15,586.2,359.3,467.0,1279.25,144.05,287.75,37.05,5042.85,479.1,1091.55,393.55,483.4,461.4,120.45,853.1,540.4,580.0,140.0,618.75,467.3,395.95,107.2,477.15,487.9,1468.05,120.45
2004-03-18,314.7,131.0,71.05,141.8,445.95,601.0,1136.55,1001.15,212.1,211.5,1022.35,263.1,601.4,355.35,453.45,1259.55,145.15,281.95,37.25,4937.2,467.1,1086.15,391.75,480.55,450.3,115.3,858.65,519.1,561.2,139.4,619.7,452.05,384.25,104.15,481.6,474.4,1424.65,115.3
2004-03-19,314.4,132.05,69.65,135.55,444.25,639.3,1108.2,1010.85,210.5,212.25,1018.3,267.75,601.05,353.75,453.75,1265.6,148.2,277.65,36.95,5189.2,463.95,1070.15,402.1,471.75,451.45,116.15,857.8,523.25,567.5,138.2,608.85,456.8,389.4,104.55,484.4,473.25,1436.45,116.15
2004-03-22,313.05,132.35,68.0,133.5,436.85,614.55,1145.15,1009.2,190.1,210.05,1001.6,246.45,603.45,338.85,444.5,1279.35,149.8,276.5,35.05,5075.6,447.65,1072.4,403.45,443.3,420.8,113.9,844.35,507.7,550.8,135.3,610.65,434.65,365.6,99.8,461.4,450.75,1382.1,113.9
2004-03-23,313.5,128.1,67.75,138.05,447.0,617.1,1156.35,1006.65,195.9,204.5,1025.35,244.55,613.75,345.0,450.4,1296.35,150.8,273.15,34.4,5169.6,447.0,1078.95,400.25,448.7,428.05,118.95,839.7,511.75,553.4,137.15,621.65,431.8,364.75,100.9,444.4,440.25,1401.25,118.95
2004-03-24,312.15,126.9,69.4,138.8,437.0,625.0,1173.55,984.15,192.5,205.35,1014.8,237.0,608.75,357.65,461.9,1251.8,148.2,276.5,35.4,5047.5,442.9,1067.1,400.9,450.25,435.5,120.5,850.5,512.3,547.2,140.2,625.25,438.25,355.7,99.1,432.25,419.3,1382.2,120.5
2004-03-25,305.9,130.4,69.7,145.25,437.35,605.45,1125.2,965.8,193.05,207.85,999.9,255.65,600.9,362.9,463.05,1220.95,144.45,269.55,36.75,5167.0,445.15,1069.0,396.45,478.3,440.4,120.25,849.2,514.05,563.6,142.0,635.9,449.45,368.55,103.3,436.25,461.25,1384.55,120.25
2004-03-26,308.1,137.8,71.05,146.85,470.4,611.8,1135.4,976.15,202.05,206.65,1044.25,267.6,612.75,374.1,470.35,1216.75,148.25,285.05,37.15,5309.5,465.5,1071.25,400.1,489.4,464.65,125.65,840.35,525.7,593.05,144.35,632.05,466.35,375.95,104.2,455.65,482.75,1427.7,125.65
2004-03-29,304.65,143.7,74.1,145.95,473.5,601.3,1146.25,976.85,198.15,211.85,1051.5,261.65,619.25,378.05,479.15,1228.55,149.6,299.85,37.55,5213.0,474.95,1067.1,395.05,492.75,463.85,129.35,843.25,528.8,608.25,141.85,642.1,472.95,379.7,107.15,451.75,483.75,1411.7,129.35
2004-03-30,303.15,142.35,76.45,152.7,478.25,609.8,1141.4,971.05,202.5,210.4,1034.8,259.7,621.35,369.15,478.35,1202.6,150.55,297.5,38.35,5038.35,481.5,1050.45,391.65,478.4,455.35,134.25,839.85,527.15,592.45,143.25,649.05,469.5,382.05,108.45,457.65,482.85,1377.7,134.25
2004-03-31,301.5,148.65,76.4,155.8,479.25,630.95,1173.85,974.35,224.4,213.2,1068.0,247.7,643.25,378.75,490.6,1220.4,154.4,296.3,40.3,4938.2,496.1,1043.1,403.25,497.45,464.6,133.95,840.7,538.05,605.85,140.4,651.5,485.85,383.65,106.05,459.4,478.5,1361.2,133.95
2004-04-01,300.8,156.95,78.4,162.35,491.05,614.5,1172.75,979.65,223.05,219.15,1092.25,253.75,662.6,384.35,501.8,1284.0,154.8,300.95,40.5,5111.0,505.95,1082.8,417.65,517.1,477.5,139.85,832.25,555.85,618.3,143.65,676.6,494.7,392.85,111.05,484.25,499.2,1368.75,139.85
2004-04-02,304.85,165.95,81.75,172.3,493.75,620.0,1185.45,991.2,222.9,233.65,1142.55,253.4,677.7,388.9,495.6,1319.4,156.25,298.85,41.15,5000.0,518.95,1086.7,405.15,521.65,476.1,138.6,859.9,565.8,621.4,149.9,660.9,496.45,403.3,112.4,480.65,520.3,1349.45,138.6
2004-04-05,303.95,166.95,78.5,165.1,491.95,607.7,1184.65,978.05,222.9,231.95,1155.3,265.3,675.05,386.7,493.55,1350.1,157.5,295.85,41.8,5174.4,517.15,1089.95,405.05,542.4,472.55,140.15,853.7,575.1,613.7,153.0,652.9,509.25,406.1,116.0,486.75,513.2,1392.9,140.15
2004-04-06,304.25,164.0,78.75,166.2,484.75,624.6,1191.75,966.9,215.75,236.2,1142.95,273.9,676.2,382.1,489.85,1348.55,154.85,291.4,40.4,5312.9,511.8,1084.45,401.1,539.1,475.55,135.9,849.4,575.4,627.75,151.0,674.75,500.65,396.85,115.35,481.15,488.8,1409.3,135.9
2004-04-07,304.1,162.15,79.55,166.55,493.55,607.7,1185.15,950.85,216.7,234.3,1141.25,278.55,686.65,380.75,504.5,1351.75,147.0,289.45,40.45,5325.3,520.85,1092.3,395.75,531.7,480.8,140.7,844.55,574.0,625.75,149.85,715.05,497.85,392.9,115.25,482.05,491.7,1417.2,140.7
2004-04-08,304.0,158.55,80.0,167.25,497.15,602.7,1178.55,956.35,215.4,238.05,1139.2,278.2,660.7,380.5,513.1,1332.95,148.2,292.4,41.35,5312.1,525.75,1090.0,396.75,536.0,476.95,139.15,888.6,572.95,623.15,150.0,700.5,502.35,399.8,111.8,481.55,482.65,1463.9,139.15
2004-04-12,303.7,159.15,81.15,168.85,488.95,601.5,1199.05,962.75,213.85,237.4,1121.65,269.3,656.6,375.4,504.85,1320.1,149.9,291.65,41.5,5143.25,533.55,1075.7,395.2,529.65,472.95,141.3,874.75,561.75,618.85,152.9,700.3,499.15,396.0,111.05,478.55,485.65,1451.8,141.3
2004-04-13,304.25,163.75,81.3,174.35,500.15,615.1,1209.15,962.1,209.8,240.2,1157.5,288.0,655.3,382.55,501.7,1333.95,152.5,291.65,42.4,5493.75,548.65,1085.95,398.2,534.8,481.7,144.45,879.5,573.3,636.6,157.1,727.4,510.5,403.35,114.1,476.0,479.95,1607.1,144.45
2004-04-15,304.2,160.95,83.9,168.15,493.85,614.15,1223.15,900.15,214.0,238.5,1172.6,295.55,655.5,381.0,502.65,1291.3,150.55,289.05,44.3,5336.4,561.3,1087.7,395.2,548.1,481.9,131.75,871.95,565.35,637.45,173.8,734.6,510.15,393.8,117.15,485.5,459.05,1599.0,131.75
2004-04-16,304.8,164.5,85.2,169.1,489.2,608.75,1223.2,906.9,211.55,237.6,1186.0,297.65,638.15,378.5,497.8,1296.75,151.65,287.65,45.95,5389.85,563.55,1086.8,405.45,541.65,482.4,141.7,868.4,566.15,639.3,168.35,752.0,508.8,395.95,118.1,490.0,440.8,1626.15,141.7
2004-04-17,305.5,162.3,85.7,173.55,495.0,606.75,1240.85,917.65,208.95,235.5,1173.05,293.45,636.65,376.65,494.95,1290.85,151.95,291.95,46.95,5393.65,560.95,1075.7,406.5,540.95,478.25,141.15,864.85,564.85,642.05,170.6,748.0,505.6,395.25,117.45,483.95,449.9,1619.25,141.15
2004-04-19,305.05,163.0,86.55,169.85,492.85,605.95,1249.75,906.0,207.95,229.3,1144.85,284.8,621.5,378.35,488.9,1305.2,152.0,299.75,47.4,5360.95,533.7,1086.8,412.15,549.9,466.5,138.3,848.95,552.6,628.95,164.55,705.75,487.95,391.45,112.05,483.0,440.35,1594.4,138.3
2004-04-20,304.25,158.8,85.1,167.4,496.5,614.45,1250.0,904.55,206.65,232.5,1142.0,287.4,619.95,374.8,486.4,1310.3,151.25,307.25,46.9,5381.25,535.7,1076.05,410.0,540.6,460.95,146.1,844.2,552.35,630.65,162.6,706.15,492.1,398.4,112.4,474.6,429.95,1606.7,146.1
2004-04-21,311.5,163.05,85.3,165.75,504.25,617.8,1311.25,907.1,212.5,237.5,1166.8,289.55,625.2,372.95,499.9,1324.1,153.7,297.45,47.25,5425.5,546.15,1079.15,412.1,563.25,475.05,144.9,858.35,568.35,644.95,172.8,712.0,512.5,413.15,114.0,480.15,445.3,1597.25,144.9
2004-04-22,320.1,163.3,86.7,167.95,502.15,622.95,1335.45,912.95,215.2,238.1,1204.45,291.75,625.7,375.15,501.0,1299.05,152.4,299.0,49.85,5385.8,568.75,1080.25,409.0,588.6,487.8,147.35,862.7,568.75,656.15,173.85,711.75,525.2,410.05,114.15,471.15,447.15,1612.8,147.35
2004-04-23,316.7,164.7,87.8,176.95,508.05,625.15,1301.6,933.25,220.7,243.8,1210.8,301.5,620.2,379.85,498.55,1301.55,151.6,319.35,51.15,5307.15,564.95,1080.65,399.95,580.25,485.45,149.8,860.5,567.3,657.6,180.65,724.85,518.8,409.8,116.15,465.75,468.8,1593.5,149.8
2004-04-27,307.25,155.15,84.25,166.45,471.9,608.45,1344.1,928.8,207.7,229.65,1167.5,289.6,617.8,380.8,481.35,1207.05,146.6,312.3,45.7,5135.65,539.5,1057.25,381.2,558.6,463.65,143.9,839.65,539.45,630.05,173.9,711.1,481.35,379.35,109.45,454.65,444.15,1531.25,143.9
2004-04-28,304.95,153.65,85.05,167.45,463.45,610.0,1312.15,903.85,205.5,227.0,1195.95,281.8,611.45,379.85,479.45,1202.0,144.75,317.6,46.55,5102.25,519.15,1057.95,391.7,559.8,479.05,143.6,840.05,540.4,638.85,175.85,721.5,484.65,384.3,109.15,477.15,446.8,1521.55,143.6
2004-04-29,305.1,159.85,84.55,170.75,471.45,622.35,1344.15,864.95,203.55,224.45,1235.25,275.85,600.2,381.6,481.05,1136.15,144.0,318.75,48.05,5038.75,527.3,1066.15,396.6,573.0,472.3,135.95,846.0,529.3,638.65,179.25,735.4,478.65,368.2,109.65,499.15,426.9,1534.3,135.95
2004-04-30,308.4,156.05,86.0,169.8,470.55,598.3,1369.8,869.25,221.3,219.0,1236.9,275.15,594.7,378.05,481.8,1114.45,141.3,315.0,52.05,5146.15,517.0,1076.6,394.85,544.5,469.65,127.45,840.0,526.45,642.25,184.3,751.8,472.4,357.95,109.55,504.1,417.95,1545.2,127.45
2004-05-03,305.55,150.95,84.6,167.5,456.4,601.75,1398.65,865.15,220.05,212.05,1159.1,279.25,604.25,377.75,462.55,1065.55,142.65,314.8,50.9,5184.6,513.3,1072.95,392.0,535.05,451.65,133.05,818.9,528.45,619.05,178.8,741.2,465.45,342.5,108.25,490.55,377.85,1554.75,133.05
2004-05-04,305.7,155.5,86.15,167.35,466.1,616.85,1372.95,865.25,231.3,215.4,1152.45,283.5,619.75,376.4,474.1,1102.25,142.55,306.9,54.9,5219.95,515.4,1062.4,401.1,544.35,464.5,135.7,840.55,530.75,640.25,194.7,737.05,474.45,349.9,109.55,498.55,384.55,1591.4,135.7
2004-05-05,309.4,153.7,88.0,173.05,463.8,607.8,1375.6,875.9,235.15,219.6,1187.95,289.75,646.75,382.5,480.85,1097.15,143.0,301.9,55.65,5260.9,528.45,1056.9,399.1,546.1,472.55,130.8,848.8,530.0,642.45,190.0,749.3,482.15,354.85,108.2,505.1,405.2,1605.75,130.8
2004-05-06,312.3,156.05,90.15,174.4,462.4,605.75,1353.6,885.75,238.1,226.85,1230.75,292.95,642.6,382.85,492.55,1144.95,145.7,303.85,59.65,5297.25,534.3,1046.9,402.3,551.35,493.35,131.85,862.25,540.5,655.05,195.5,744.8,484.65,366.4,111.9,531.5,407.15,1591.6,131.85
2004-05-07,310.65,150.25,90.3,167.6,469.65,603.25,1329.9,910.8,234.15,227.05,1201.8,285.45,644.45,375.4,492.0,1100.0,145.0,302.8,62.25,5219.35,526.9,1029.85,400.45,525.9,481.65,132.85,849.95,532.4,644.4,191.05,742.35,476.75,346.05,114.2,538.65,394.45,1549.75,132.85
2004-05-10,304.7,145.8,87.0,158.0,451.15,596.15,1310.95,884.15,232.15,216.25,1161.55,273.3,648.3,381.8,485.25,1032.3,142.4,298.85,60.95,5125.45,512.0,999.45,393.5,505.95,490.25,128.7,845.3,519.2,628.5,185.8,739.85,458.2,332.25,112.75,529.7,398.35,1535.05,128.7
2004-05-11,301.45,138.6,84.85,150.85,418.9,600.05,1274.55,840.4,231.35,200.95,1121.85,267.8,607.85,371.95,462.8,992.75,140.8,283.0,54.75,5046.1,461.1,934.65,382.75,477.65,474.0,126.95,825.95,490.25,617.05,178.95,732.2,428.65,307.2,105.95,503.5,377.65,1506.5,126.95
2004-05-12,299.6,143.55,84.2,153.45,412.0,600.0,260.95,840.15,233.9,203.2,1111.95,279.6,582.2,367.45,463.6,966.15,142.15,284.6,55.75,5083.35,472.65,933.2,390.1,483.25,474.65,127.95,837.25,496.65,620.85,190.05,741.45,440.5,315.75,109.55,502.45,381.55,1528.3,127.95
2004-05-13,297.15,145.2,85.25,159.95,409.75,583.3,262.15,843.5,235.45,202.6,1158.3,294.7,591.95,368.9,452.0,944.15,141.95,284.75,56.85,5193.75,447.6,952.45,396.25,476.2,480.8,123.85,825.8,511.45,602.0,188.8,728.1,445.1,318.2,110.7,533.7,387.25,1595.65,123.85
2004-05-14,295.95,131.35,79.05,141.4,356.65,586.9,246.85,835.25,224.05,164.6,1081.5,293.7,544.95,352.65,442.95,894.3,141.55,264.7,48.1,5089.75,376.3,916.7,357.55,426.95,449.45,113.4,721.0,477.1,516.2,176.9,727.95,414.25,289.3,99.25,519.4,348.7,1545.6,113.4
2004-05-17,272.9,105.65,72.25,135.05,343.3,576.8,216.5,775.05,206.25,128.25,1012.65,282.5,505.65,279.85,408.2,864.45,120.2,236.75,41.95,4518.8,333.6,827.25,301.2,400.6,393.8,120.9,627.05,404.3,447.75,159.3,664.25,372.9,262.9,88.8,468.1,313.85,1243.05,120.9
2004-05-18,292.0,122.05,76.7,146.25,319.3,579.9,236.85,883.6,207.65,169.3,1048.7,299.2,590.45,352.1,433.3,923.15,129.6,256.35,43.8,4880.95,350.25,905.85,318.95,447.05,411.5,123.95,640.1,433.7,490.9,168.65,698.9,401.25,293.5,92.45,495.5,283.9,1539.25,123.95
2004-05-19,290.4,132.5,85.0,154.8,337.15,584.6,244.15,885.35,219.5,169.0,1060.9,296.85,589.8,353.15,441.45,937.7,134.25,264.2,49.85,4972.65,398.9,899.0,329.45,462.45,441.5,125.55,703.0,452.45,525.35,175.4,729.4,420.9,315.15,95.3,525.85,312.3,1521.55,125.55
2004-05-20,291.8,132.45,86.65,150.25,338.15,581.4,246.9,869.25,212.0,170.25,1026.85,301.15,558.6,354.4,449.6,923.9,136.85,262.8,49.45,4927.95,383.25,887.8,341.1,471.6,455.9,122.35,678.65,443.2,514.5,181.55,723.3,420.85,320.4,94.35,499.0,343.55,1474.7,122.35
2004-05-21,290.9,124.6,86.7,147.95,342.3,577.2,245.25,865.75,212.3,169.6,1070.5,307.95,579.9,362.3,458.9,922.25,137.85,267.15,52.5,4910.1,388.9,897.3,377.45,462.95,445.85,118.25,705.35,439.5,515.9,175.4,729.05,419.95,328.65,93.65,482.2,377.95,1511.65,118.25
2004-05-24,293.7,129.85,86.05,154.45,340.9,583.15,255.6,872.1,225.65,175.05,1103.1,341.05,583.05,368.9,474.15,975.05,138.4,267.3,52.15,5318.75,378.25,919.1,382.2,474.15,475.4,125.6,709.5,453.85,539.45,180.35,745.15,444.7,333.4,96.4,503.95,415.75,1610.1,125.6
2004-05-25,300.7,125.35,86.35,150.45,327.65,598.9,251.4,875.7,223.6,166.35,1104.85,331.0,566.65,369.3,481.6,961.3,141.65,258.55,51.6,5355.8,384.5,924.05,371.6,454.25,475.25,124.4,732.75,455.7,539.5,176.6,747.3,429.25,332.85,95.4,486.4,397.55,1619.95,124.4
