method,gamma,return,volatility
SCS,0.023237634159787215,0.20518751919207043,0.1494802779785704
SCS,0.02397477684420902,0.20588764489733563,0.1495908021692018
SCS,0.0247353031198114,0.20660997994394945,0.14970836000679028
SCS,0.025519954759317696,0.20735522885519075,0.14983339312154884
SCS,0.026329497065916203,0.20812411850318138,0.14996637009967057
SCS,0.027164719619692,0.20891739881783622,0.15010778802971628
SCS,0.028026437047737128,0.20978265876690608,0.15026686011456994
SCS,0.028915489818689973,0.21076841881461753,0.15045351535081466
SCS,0.029832745062479196,0.21178544866654514,0.150651946370727
SCS,0.0307790974160713,0.2128347406719776,0.15086287952790217
SCS,0.031755469896047134,0.21391731824932678,0.1510870837935296
SCS,0.03276281479885812,0.21503423728136567,0.15132537307246408
SCS,0.033802114629640265,0.21604855765174083,0.15154810876681998
SCS,0.03487438306049219,0.2169999891529094,0.15176353393870137
SCS,0.03598066591915137,0.21798160188262414,0.1519925078082206
SCS,0.03712204220903312,0.2189943532660764,0.15223586067494008
SCS,0.0382996251616273,0.2200392310815895,0.15249447097452948
SCS,0.03951456332227906,0.2211172544417244,0.1527692677355568
SCS,0.040768041670412536,0.22222947478726612,0.15306123311650877
SCS,0.042061282775290254,0.22337697691273767,0.1533714050245769
SCS,0.043395547988435576,0.22456088002444527,0.1537008798132265
SCS,0.04477213867388096,0.22578233883208737,0.15405081505472168
SCS,0.04619239747744206,0.22704254467499158,0.15442243238286488
SCS,0.04765770963625571,0.22834272668407707,0.15481702040022133
SCS,0.04916950432985915,0.22968415298067815,0.15523593764305177
SCS,0.05072925607412767,0.23065737094232183,0.15554864140475602
SCS,0.05233848615943104,0.23161539546862878,0.1558657051299682
SCS,0.053998764134410966,0.23260150916272848,0.15620172412919045
SCS,0.055711709336826704,0.23361890424377296,0.15655860717825282
SCS,0.057478992472962065,0.23466857306392558,0.15693759968320256
SCS,0.05930233724713452,0.2357515394086138,0.15734001526616384
SCS,0.061183522042895164,0.23686885953971346,0.1577672387959549
SCS,0.06312438165755971,0.23802162322577267,0.15822072945427268
SCS,0.06512680909176222,0.2392109548049074,0.15870202384270363
SCS,0.06719275739577694,0.24043801428141562,0.15921273912007142
SCS,0.069324241574409,0.24170399845717827,0.15975457615838198
SCS,0.07152334055231169,0.24301014209894978,0.16032932270437078
SCS,0.07379219920164795,0.2443577191426778,0.16093885653241863
SCS,0.07613303043407274,0.24574804393602626,0.1615851485734012
SCS,0.07854811735907721,0.2471824727961628,0.1622702661346353
SCS,0.08103981551079979,0.24866240488225022,0.16299637572640832
SCS,0.08361055514547634,0.2501888399007565,0.1637655212165154
SCS,0.08626284361176907,0.25176322471203977,0.16458004728387313
SCS,0.08899926779628765,0.253359567335421,0.1654278005245916
SCS,0.09182249664668668,0.2550006048210931,0.16632225466836065
SCS,0.0947352837748007,0.2566936991714374,0.16726910125241534
SCS,0.09774047014235544,0.2584405017488655,0.1682711183862287
SCS,0.10084098683187565,0.2602427162822858,0.16933120081927772
SCS,0.10403985790549065,0.26210210054618976,0.1704523619176809
SCS,0.1073402033544276,0.26402046807508645,0.17163773540818827
SCS,0.11074524214206764,0.2659996899323195,0.1728905768868854
SCS,0.11425829534353403,0.2680416965349938,0.1742142650805697
SCS,0.11788278938487422,0.27014847953679394,0.17561230285171991
SCS,0.12162225938499452,0.272322093770527,0.1770883179414246
SCS,0.12548035260360815,0.2745646592522897,0.17864606344855094
SCS,0.12946083199855804,0.27687836324920895,0.18028941804776838
SCS,0.13356757989598556,0.2792485247885099,0.18201009090489026
SCS,0.13780460177692355,0.28128866659623586,0.18352422459678083
SCS,0.14217603018400746,0.2833165813869181,0.18506429695903712
SCS,0.1466861287521155,0.28508424164933444,0.18643874106904162
SCS,0.15133929636686744,0.28690797549906766,0.187890721503603
SCS,0.15614007145504014,0.28878956171263526,0.1894240538222112
SCS,0.16109313641108275,0.29073083547887446,0.1910426880842968
SCS,0.1662033221640492,0.29273369020236006,0.19275070928095356
SCS,0.1714756128894038,0.2942572293006327,0.1940771831717373
SCS,0.17691515087029286,0.29532905773822526,0.1950368380089522
SCS,0.1825272415130268,0.2964348868571835,0.19605318167113706
SCS,0.1883173585216616,0.2975757950132744,0.19712927147212989
SCS,0.19429114923672938,0.29875289498131746,0.1982682983548879
SCS,0.20045444014332275,0.2999673348354957,0.19947358949989835
SCS,0.2068132425539064,0.3012202990691205,0.2007486108237477
SCS,0.21337375847139947,0.3025130097499164,0.20209696923007997
SCS,0.22014238663824442,0.3032055437168358,0.20283615307062253
SCS,0.22712572877736611,0.30374615626927,0.20343132404716827
SCS,0.23433059603110462,0.30430391758251996,0.20406294627631205
SCS,0.24176401560440375,0.30487937215865246,0.20473313560776715
SCS,0.2494332376187354,0.305473081261187,0.20544411659206568
SCS,0.2573457421834418,0.3060856239578075,0.20619822682955286
SCS,0.2655092466913963,0.30671759768510914,0.20699792101096923
SCS,0.2739317133460955,0.3073696188312547,0.20784577491955844
SCS,0.282621356927525,0.30804232333711146,0.20874448937293114
SCS,0.29158665280437496,0.30873636731644727,0.20969689408164188
SCS,0.30083634520041663,0.3094524276958004,0.2107059514003801
SCS,0.3103794557231064,0.31019120287463764,0.21177475994684275
SCS,0.32022529216273127,0.3109534134064552,0.21290655806284575
SCS,0.330383457570683,0.31173980270147933,0.214104727092058
SCS,0.3408638596257105,0.3125511377516602,0.2153727944489988
SCS,0.35167672029728797,0.31338820987866983,0.21671443645465377
SCS,0.36283258581552597,0.3142518355056341,0.2181334809152971
SCS,0.3743423369573438,0.31514285695336663,0.21963390942291425
SCS,0.38621719965894297,0.3160621432618837,0.22121985935800675
SCS,0.39846875596492587,0.3170105910380193,0.22289562557859097
SCS,0.4111089553247426,0.3179891253299851,0.22466566178285255
SCS,0.4241501262474842,0.3187371418998826,0.22604824808490634
SCS,0.43760498832638595,0.31925698756864923,0.22703697716008284
SCS,0.45148666464477405,0.31979332017789436,0.228084717908947
SCS,0.4658086945755498,0.32034666609599366,0.22919472295597185
SCS,0.48058504698670146,0.32091756523760073,0.23037039156069083
SCS,0.4958301338657179,0.32150038728800145,0.23160238018209578
SCS,0.5115588243761954,0.32173391211852004,0.23210783467597543
SCS,0.5277864593603492,0.32197361588649465,0.23264345143823184
SCS,0.5445288663015695,0.32222054281610535,0.23321186646322345
SCS,0.5618023747616222,0.3224751868946284,0.23381528840614582
SCS,0.5796238323075447,0.3227378768459541,0.234455867933756
SCS,0.598010620943774,0.3230089103947496,0.23513583003627056
SCS,0.6169806740655365,0.3232885548736579,0.23585747882654975
SCS,0.6365524939500268,0.3235770857794002,0.23662323861466833
SCS,0.6567451698024469,0.32387478691810834,0.23743565848594633
SCS,0.6775783963744958,0.3241819505653302,0.23829741689012837
SCS,0.699072493173474,0.32449887765450813,0.23921132623288033
SCS,0.721248424280742,0.3248258780041858,0.24018033745559594
SCS,0.7441278187988525,0.32516327059286576,0.24120754458657495
SCS,0.7677329919473117,0.32551138388780737,0.24229618924265314
SCS,0.7920869668275324,0.3258705562301567,0.24344966505546192
SCS,0.8172134968782193,0.32624113627391127,0.24467152199096823
SCS,0.8431370890430792,0.32662348347097625,0.2459654705254253
SCS,0.8698830276734549,0.32701796858949833,0.247335385635947
SCS,0.8974773991892017,0.3274249742489278,0.24878531056066372
SCS,0.9259471175218478,0.32784489545339246,0.2503194602824363
SCS,0.9553199503648675,0.328278140105837,0.25194222469218086
SCS,0.9856245462566599,0.3287251294891491,0.25365817139323127
SCS,1.0168904625226516,0.3291862987067202,0.2554720481164748
SCS,1.049148194103779,0.3296620970829843,0.2573887847266927
SCS,1.0824292032994687,0.330152988532646,0.2594134948121297
SCS,1.1167659504541123,0.33065945191432855,0.2615514768605449
SCS,1.1521919256169868,0.33118198138846877,0.2638082150343697
SCS,1.1887416812064866,0.3317210867995514,0.2661893795641751
SCS,1.2264508657105195,0.33227729409923457,0.2687008267832889
SCS,1.2653562584559563,0.3328511458200611,0.27134859882756507
SCS,1.305495805481025,0.3334432016012442,0.27413892302442616
SCS,1.3469086565456578,0.3340540387602428,0.2770782109959344
SCS,1.3896352033158614,0.33468425289840903,0.28017305750334226
SCS,1.4337171187593845,0.33533445852723875,0.283430239066308
SCS,1.4791973977910886,0.336005289703466,0.28685671239862237
SCS,1.5261203992076604,0.33669740066607734,0.29045961271314663
SCS,1.5745318889525834,0.33741146647406106,0.29424625195996856
SCS,1.6244790847535535,0.33795637335733475,0.29718118576267916
SCS,1.6760107021758872,0.3379570404012195,0.29718262527087425
SCS,1.7291770021368176,0.33795724067692,0.2971830755488045
SCS,1.7840298399270484,0.33795723098550934,0.29718307493290413
SCS,1.840622715787371,0.33795713840852126,0.2971828917643692
SCS,1.8990108270896482,0.3379570018304962,0.29718260622490117
SCS,1.9592511221731002,0.33795688577667615,0.29718236139348
SCS,2.0214023558883802,0.3379567871611239,0.2971821514650863
SCS,2.085525146903598,0.3379567033580428,0.2971819714533509
SCS,2.1516820368282206,0.3379566321364488,0.29718181708254104
SCS,2.219937551212487,0.337956571601553,0.2971816846881036
SCS,2.2903582624818535,0.33795652014456884,0.2971815711304697
SCS,2.363012854867819,0.3379564763998088,0.2971814737205866
SCS,2.4379721913985044,0.33795643920805346,0.2971813901556347
SCS,2.515309383014299,0.3379564075853637,0.2971813184637238
SCS,2.5950998598759716,0.3379563806965352,0.29718125695633696
SCS,2.677421444934833,0.3379563578325369,0.29718120418751104
SCS,2.7623544298366736,0.33795633839134415,0.29718115891883085
SCS,2.849981653233537,0.33795632186166735,0.2971811200894335
SCS,2.940388581579667,0.3379563078091972,0.29718108679036154
SCS,3.0336633924904794,0.3379562958648717,0.2971810582425785
SCS,3.129897060745848,0.33795628571497405,0.2971810337781957
SCS,3.2291834470215512,0.33795627709277093,0.29718101282443005
SCS,3.3316193894354806,0.3379562697713581,0.29718099488987
SCS,3.437304797997856,0.33795626355766284,0.29718097955276224
SCS,3.546342752057603,0.33795625828731307,0.29718096645098185
SCS,3.658839600839884,0.3379562538203296,0.2971809552734927
SCS,3.7749050671729045,0.3379562500374555,0.2971809457530126
SCS,3.8946523545051352,0.3379562468370495,0.2971809376597701
SCS,4.018198257317296,0.3379562441324443,0.29718093079616265
SCS,4.14566327503685,0.3379562418497204,0.2971809249921779
SCS,4.277171729566093,0.3379562399257985,0.29718092010149455
SCS,4.412851886538418,0.3379562383068167,0.2971809159981119
SCS,4.552836080421112,0.33795623694681537,0.29718091257352447
SCS,4.697260843586617,0.33795623580652157,0.2971809097342279
SCS,4.84626703947823,0.33795623485236215,0.2971809073996456
SCS,5.0,0.3379562340556841,0.2971809055003251
ECOS,0.01,0.1919433609871547,0.14801280881394974
ECOS,0.010317219334529941,0.19227191606397662,0.14803535689614053
ECOS,0.010644501479679849,0.19261089399288026,0.14805935448268961
ECOS,0.01098216564725855,0.19296062543324133,0.1480848944988172
ECOS,0.01133054117509065,0.1933214515491533,0.14811207579408397
ECOS,0.011689967848233283,0.19369372435472407,0.1481410035165754
ECOS,0.01206079623038258,0.19407780707819414,0.1481717895108792
ECOS,0.012443388005792904,0.19447407506718278,0.14820455279929648
ECOS,0.012838116332042453,0.1948829151761519,0.1482394199155465
ECOS,0.013245366203989306,0.19530472703664617,0.14827652548256154
ECOS,0.013665534829272791,0.1957399224805384,0.14831601262141256
ECOS,0.014099032015726563,0.19618892991026346,0.14835803387452626
ECOS,0.014546280571081073,0.1966521929883485,0.14840275162319072
ECOS,0.015007716715345489,0.19712997711112,0.14845031880701762
ECOS,0.015483790506271073,0.1976230722832562,0.14850095094111723
ECOS,0.015974966278311103,0.19813181205219435,0.1485548277113206
ECOS,0.016481723095505524,0.19865669974935907,0.14861215653535376
ECOS,0.017004555218731825,0.19919818129637543,0.14867314957232017
ECOS,0.017543972587778206,0.19975709198925595,0.14873807594504826
ECOS,0.01810050131870886,0.20030835491917307,0.14880409354448199
ECOS,0.018674684217006774,0.20085372272254184,0.14887146867470527
ECOS,0.019267081306994352,0.20141636750228906,0.14894315010364678
ECOS,0.019878270378048252,0.20199686816011606,0.14901941431949653
ECOS,0.02050884754814132,0.20259578336705766,0.1491005509764048
ECOS,0.02115942784526107,0.20321369804831452,0.1491868685467788
ECOS,0.021830645807271874,0.2038512147943598,0.14927869456629342
ECOS,0.022523156100806047,0.20450895506412248,0.1493763768227787
ECOS,0.023237634159787215,0.20518755982294773,0.1494802845511838
ECOS,0.02397477684420902,0.2058876900851646,0.14959080967744762
ECOS,0.0247353031198114,0.2066100275632216,0.1497083681425091
ECOS,0.025519954759317696,0.2073552757744781,0.14983340137720347
ECOS,0.026329497065916203,0.20812416253710136,0.14996637814235386
ECOS,0.027164719619692,0.20891742932146148,0.15010779366558347
ECOS,0.028026437047737128,0.2097824015143019,0.15026681234961756
ECOS,0.028915489818689973,0.21076823930484564,0.15045348095038555
ECOS,0.029832745062479196,0.21178540129040366,0.15065193710028962
ECOS,0.0307790974160713,0.21283479435057379,0.15086289058588465
ECOS,0.031755469896047134,0.21391746408787815,0.15108711456064622
ECOS,0.03276281479885812,0.21503437063210637,0.15132540206838882
ECOS,0.033802114629640265,0.21604857076284864,0.15154811165270266
ECOS,0.03487438306049219,0.21700002567396373,0.15176354234169387
ECOS,0.03598066591915137,0.21798163698357778,0.15199251613441733
ECOS,0.03712204220903312,0.21899438736513327,0.1522358690000752
ECOS,0.0382996251616273,0.22003927030429382,0.15249448081960965
ECOS,0.03951456332227906,0.2211173025507562,0.15276928015706184
ECOS,0.040768041670412536,0.22222953046957677,0.15306124791111278
ECOS,0.042061282775290254,0.22337703275119053,0.15337142029487877
ECOS,0.043395547988435576,0.2245609259805169,0.15370089274526877
ECOS,0.04477213867388096,0.22578237735130308,0.15405082620671523
ECOS,0.04619239747744206,0.22704260867253587,0.15442245147926878
ECOS,0.04765770963625571,0.22834294369666314,0.15481708714825734
ECOS,0.04916950432985915,0.22968424923304406,0.15523596806493126
ECOS,0.05072925607412767,0.23065742530598626,0.15554865904182225
ECOS,0.05233848615943104,0.23161540740026515,0.1558657092160769
ECOS,0.053998764134410966,0.23260151989904332,0.15620172805309548
ECOS,0.055711709336826704,0.23361891544822155,0.15655861136156854
ECOS,0.057478992472962065,0.23466858463085374,0.1569376041012743
ECOS,0.05930233724713452,0.23575155143534168,0.15734001999359007
ECOS,0.061183522042895164,0.23686887276875407,0.15776724414316623
ECOS,0.06312438165755971,0.23802163915616495,0.15822073604205686
ECOS,0.06512680909176222,0.23921097561393007,0.15870203261549604
ECOS,0.06719275739577694,0.2404380422627621,0.15921275115738964
ECOS,0.069324241574409,0.24170402180443537,0.15975458614389837
ECOS,0.07152334055231169,0.24301016862672242,0.16032933438795285
ECOS,0.07379219920164795,0.24435774760094497,0.16093886943263577
ECOS,0.07613303043407274,0.24574807530096932,0.1615851632222994
ECOS,0.07854811735907721,0.24718250940421932,0.16227028377626762
ECOS,0.08103981551079979,0.24866242237811162,0.16299638426889435
ECOS,0.08361055514547634,0.25018885688788683,0.16376552973195985
ECOS,0.08626284361176907,0.25176325543603434,0.16458006329423042
ECOS,0.08899926779628765,0.25335958290994803,0.16542780892769127
ECOS,0.09182249664668668,0.2550006219064265,0.16632226411054354
ECOS,0.0947352837748007,0.2566937174118826,0.16726911155981403
ECOS,0.09774047014235544,0.2584405214569294,0.16827112970496763
ECOS,0.10084098683187565,0.260242737361125,0.169331213175881
ECOS,0.10403985790549065,0.26210212273181144,0.17045237522770965
ECOS,0.1073402033544276,0.2640205126825734,0.17163776339593173
ECOS,0.11074524214206764,0.26599973263406834,0.1728906041919543
ECOS,0.11425829534353403,0.268041745414913,0.17421429704088076
ECOS,0.11788278938487422,0.27014854403304867,0.17561234600818892
ECOS,0.12162225938499452,0.2723221917530984,0.1770883850158923
ECOS,0.12548035260360815,0.27456478724533345,0.1786461530686855
ECOS,0.12946083199855804,0.27687843643519283,0.18028947061935816
ECOS,0.13356757989598556,0.2792487459509585,0.1820102528001684
ECOS,0.13780460177692355,0.2812887276040848,0.18352426965088856
ECOS,0.14217603018400746,0.28331657582718833,0.18506429295680604
ECOS,0.1466861287521155,0.2850842414570705,0.18643874100483382
ECOS,0.15133929636686744,0.28690797681078906,0.187890722853948
ECOS,0.15614007145504014,0.288789564713944,0.18942405642244434
ECOS,0.16109313641108275,0.2907308401268911,0.19104269205207958
ECOS,0.1662033221640492,0.2927337914926904,0.19275079703404385
ECOS,0.1714756128894038,0.29425722690739453,0.1940771814499765
ECOS,0.17691515087029286,0.2953290590626275,0.1950368391465765
ECOS,0.1825272415130268,0.2964348885633709,0.19605318309693961
ECOS,0.1883173585216616,0.29757579712714505,0.19712927357981244
ECOS,0.19429114923672938,0.2987528982617322,0.19826830148883184
ECOS,0.20045444014332275,0.2999673405445153,0.1994735950479778
ECOS,0.2068132425539064,0.30122039414643986,0.2007487089669538
ECOS,0.21337375847139947,0.3025132947643823,0.20209726996336125
ECOS,0.22014238663824442,0.30320553702817205,0.2028361489804406
ECOS,0.22712572877736611,0.3037461498014625,0.2034313205829923
ECOS,0.23433059603110462,0.30430391099350834,0.20406294302968686
ECOS,0.24176401560440375,0.30487936604635746,0.20473313274685062
ECOS,0.2494332376187354,0.3054730819268098,0.20544412243955368
ECOS,0.2573457421834418,0.306085624569776,0.20619823277958274
ECOS,0.2655092466913963,0.3067175981062063,0.2069979270841819
ECOS,0.2739317133460955,0.3073696353370387,0.20784580319171206
ECOS,0.282621356927525,0.3080423420769488,0.2087445214838068
ECOS,0.29158665280437496,0.30873638822207916,0.20969693026029987
ECOS,0.30083634520041663,0.3094524506881343,0.2107059917786112
ECOS,0.3103794557231064,0.3101912299598657,0.21177480766138032
ECOS,0.32022529216273127,0.31095344511545064,0.2129066142499431
ECOS,0.330383457570683,0.31173984077704414,0.2141047948130841
ECOS,0.3408638596257105,0.31255118688701566,0.21537288165812282
ECOS,0.35167672029728797,0.313388281477244,0.2167145625497154
ECOS,0.36283258581552597,0.31425196645529574,0.2181337090771608
ECOS,0.3743423369573438,0.3151429840618474,0.21963413679771315
ECOS,0.38621719965894297,0.3160622029947125,0.2212199746853289
ECOS,0.39846875596492587,0.3170106467157328,0.22289573638284882
ECOS,0.4111089553247426,0.3179892002168418,0.2246658102129763
ECOS,0.4241501262474842,0.31873717570422844,0.2260483004878575
ECOS,0.43760498832638595,0.3192568996314092,0.2270367987220602
ECOS,0.45148666464477405,0.3197933517599406,0.22808476956059215
ECOS,0.4658086945755498,0.32034686039970905,0.2291951045188987
ECOS,0.48058504698670146,0.32091759187878405,0.2303704312440488
ECOS,0.4958301338657179,0.3215006392261819,0.23160255416427045
ECOS,0.5115588243761954,0.32173263449494216,0.232106550060448
ECOS,0.5277864593603492,0.3219720343258385,0.2326419319080694
ECOS,0.5445288663015695,0.322218995922198,0.23321039656548329
ECOS,0.5618023747616222,0.3224737764250073,0.23381394414589582
ECOS,0.5796238323075447,0.32273664101377725,0.23445468879003128
ECOS,0.598010620943774,0.32300784619238865,0.23513481551458448
ECOS,0.6169806740655365,0.3232876550147796,0.23585662308744998
ECOS,0.6365524939500268,0.3235763397860687,0.23662253197778826
ECOS,0.6567451698024469,0.32387418205117247,0.23743508880922765
ECOS,0.6775783963744958,0.32418146951972965,0.23829696220873112
ECOS,0.699072493173474,0.3244985057737447,0.23921097494014026
ECOS,0.721248424280742,0.32482559902666563,0.2401800744915917
ECOS,0.7441278187988525,0.32516306778174137,0.24120735212347047
ECOS,0.7677329919473117,0.32551124250182617,0.24229605552915667
ECOS,0.7920869668275324,0.3258704620376385,0.24344957688485455
ECOS,0.8172134968782193,0.3262410757389167,0.2446714636533686
ECOS,0.8431370890430792,0.32662344687916134,0.2459654351646008
ECOS,0.8698830276734549,0.3270179475845409,0.24733536537030737
ECOS,0.8974773991892017,0.3274249626267998,0.24878529953073564
ECOS,0.9259471175218478,0.32784488898124586,0.25031945448305615
ECOS,0.9553199503648675,0.3282781362143144,0.25194222168134617
ECOS,0.9856245462566599,0.3287251268489033,0.2536581697744693
ECOS,1.0168904625226516,0.32918630700226037,0.25547208801609195
ECOS,1.049148194103779,0.32966205797687304,0.25738862964286935
ECOS,1.0824292032994687,0.33015302151138354,0.25941363377018106
ECOS,1.1167659504541123,0.3306592289352366,0.2615505227726792
ECOS,1.1521919256169868,0.3311819854031617,0.26380822630350464
ECOS,1.1887416812064866,0.3317211852534001,0.2661898099409012
ECOS,1.2264508657105195,0.3322777008221289,0.2687026722342519
ECOS,1.2653562584559563,0.3328512814791937,0.27134922043295
ECOS,1.305495805481025,0.33344323481758115,0.27413907116336855
ECOS,1.3469086565456578,0.3340540451072586,0.2770782342932207
ECOS,1.3896352033158614,0.3346842604513127,0.2801730896723054
ECOS,1.4337171187593845,0.3353338843673522,0.28342733184398716
ECOS,1.4791973977910886,0.3360052652078295,0.28685658446228723
ECOS,1.5261203992076604,0.33669749157602885,0.290460089284427
ECOS,1.5745318889525834,0.3374116257906005,0.2942471028668647
ECOS,1.6244790847535535,0.33795623217544324,0.2971808837971974
ECOS,1.6760107021758872,0.33795623266664393,0.297180886358568
ECOS,1.7291770021368176,0.33795623245358364,0.2971808855481173
ECOS,1.7840298399270484,0.3379562325608737,0.2971808860160848
ECOS,1.840622715787371,0.3379562326107599,0.2971808862218243
ECOS,1.8990108270896482,0.33795623264021224,0.2971808863377289
ECOS,1.9592511221731002,0.33795623266056396,0.2971808864136969
ECOS,2.0214023558883802,0.33795623267587266,0.2971808864684631
ECOS,2.085525146903598,0.33795623268798775,0.297180886510247
ECOS,2.1516820368282206,0.3379562326970626,0.29718088654215197
ECOS,2.219937551212487,0.33795623270572256,0.2971808865689145
ECOS,2.2903582624818535,0.3379562325955596,0.2971808862243046
ECOS,2.363012854867819,0.33795623262559626,0.29718088631932155
ECOS,2.4379721913985044,0.33795623264899616,0.2971808863926228
ECOS,2.515309383014299,0.33795623266720215,0.297180886449353
ECOS,2.5950998598759716,0.3379562326815046,0.2971808864936367
ECOS,2.677421444934833,0.33795623269282665,0.29718088652858027
ECOS,2.7623544298366736,0.3379562327019241,0.2971808865566357
ECOS,2.849981653233537,0.33795623270975284,0.2971808865808371
ECOS,2.940388581579667,0.337956232634616,0.2971808863397167
ECOS,3.0336633924904794,0.33795623266250174,0.2971808864268387
ECOS,3.129897060745848,0.3379562326855576,0.29718088649962904
ECOS,3.2291834470215512,0.3379562327047931,0.2971808865608229
ECOS,3.3316193894354806,0.33795623264951197,0.2971808863751459
ECOS,3.437304797997856,0.33795623270157155,0.2971808865470558
ECOS,3.546342752057603,0.3379562327027469,0.2971808865501753
ECOS,3.658839600839884,0.33795623272125147,0.29718088661319547
ECOS,3.7749050671729045,0.33795623264559727,0.29718088634332185
ECOS,3.8946523545051352,0.337956232675417,0.2971808864487253
ECOS,4.018198257317296,0.33795623272962116,0.29718088663876346
ECOS,4.14566327503685,0.3379562327181727,0.2971808865869368
ECOS,4.277171729566093,0.3379562327303745,0.29718088664106956
ECOS,4.412851886538418,0.33795623273497183,0.2971808866580006
ECOS,4.552836080421112,0.3379562327373556,0.29718088666644565
ECOS,4.697260843586617,0.33795623273781683,0.29718088666789433
ECOS,4.84626703947823,0.3379562326955127,0.29718088644830837
ECOS,5.0,0.33795623272658976,0.2971808866029646
active_set,0.01,0.3379562327387634,0.29718088667281056
active_set,0.010317219334529941,0.3379562327387634,0.29718088667281056
active_set,0.010644501479679849,0.3379562327387634,0.29718088667281056
active_set,0.01098216564725855,0.3379562327387634,0.29718088667281056
active_set,0.01133054117509065,0.3379562327387634,0.29718088667281056
active_set,0.011689967848233283,0.3379562327387634,0.29718088667281056
active_set,0.01206079623038258,0.3379562327387634,0.29718088667281056
active_set,0.012443388005792904,0.3379562327387634,0.29718088667281056
active_set,0.012838116332042453,0.3379562327387634,0.29718088667281056
active_set,0.013245366203989306,0.3379562327387634,0.29718088667281056
active_set,0.013665534829272791,0.3379562327387634,0.29718088667281056
active_set,0.014099032015726563,0.3379562327387634,0.29718088667281056
active_set,0.014546280571081073,0.3379562327387634,0.29718088667281056
active_set,0.015007716715345489,0.3379562327387634,0.29718088667281056
active_set,0.015483790506271073,0.3379562327387634,0.29718088667281056
active_set,0.015974966278311103,0.3379562327387634,0.29718088667281056
active_set,0.016481723095505524,0.3379562327387634,0.29718088667281056
active_set,0.017004555218731825,0.3379562327387634,0.29718088667281056
active_set,0.017543972587778206,0.3379562327387634,0.29718088667281056
active_set,0.01810050131870886,0.3379562327387634,0.29718088667281056
active_set,0.018674684217006774,0.3379562327387634,0.29718088667281056
active_set,0.019267081306994352,0.3379562327387634,0.29718088667281056
active_set,0.019878270378048252,0.3379562327387634,0.29718088667281056
active_set,0.02050884754814132,0.3379562327387634,0.29718088667281056
active_set,0.02115942784526107,0.3379562327387634,0.29718088667281056
active_set,0.021830645807271874,0.3379562327387634,0.29718088667281056
active_set,0.022523156100806047,0.3379562327387634,0.29718088667281056
active_set,0.023237634159787215,0.3379562327387634,0.29718088667281056
active_set,0.02397477684420902,0.3379562327387634,0.29718088667281056
active_set,0.0247353031198114,0.3379562327387634,0.29718088667281056
active_set,0.025519954759317696,0.3379562327387634,0.29718088667281056
active_set,0.026329497065916203,0.3379562327387634,0.29718088667281056
active_set,0.027164719619692,0.3379562327387634,0.29718088667281056
active_set,0.028026437047737128,0.3379562327387634,0.29718088667281056
active_set,0.028915489818689973,0.3379562327387634,0.29718088667281056
active_set,0.029832745062479196,0.3379562327387634,0.29718088667281056
active_set,0.0307790974160713,0.3379562327387634,0.29718088667281056
active_set,0.031755469896047134,0.3379562327387634,0.29718088667281056
active_set,0.03276281479885812,0.3379562327387634,0.29718088667281056
active_set,0.033802114629640265,0.3379562327387634,0.29718088667281056
active_set,0.03487438306049219,0.3379562327387634,0.29718088667281056
active_set,0.03598066591915137,0.3379562327387634,0.29718088667281056
active_set,0.03712204220903312,0.3379562327387634,0.29718088667281056
active_set,0.0382996251616273,0.3379562327387634,0.29718088667281056
active_set,0.03951456332227906,0.3379562327387634,0.29718088667281056
active_set,0.040768041670412536,0.3379562327387634,0.29718088667281056
active_set,0.042061282775290254,0.3379562327387634,0.29718088667281056
active_set,0.043395547988435576,0.3379562327387634,0.29718088667281056
active_set,0.04477213867388096,0.3379562327387634,0.29718088667281056
active_set,0.04619239747744206,0.3379562327387634,0.29718088667281056
active_set,0.04765770963625571,0.3379562327387634,0.29718088667281056
active_set,0.04916950432985915,0.3379562327387634,0.29718088667281056
active_set,0.05072925607412767,0.3379562327387634,0.29718088667281056
active_set,0.05233848615943104,0.3379562327387634,0.29718088667281056
active_set,0.053998764134410966,0.3379562327387634,0.29718088667281056
active_set,0.055711709336826704,0.3379562327387634,0.29718088667281056
active_set,0.057478992472962065,0.3379562327387634,0.29718088667281056
active_set,0.05930233724713452,0.3379562327387634,0.29718088667281056
active_set,0.061183522042895164,0.3379562327387634,0.29718088667281056
active_set,0.06312438165755971,0.3379562327387634,0.29718088667281056
active_set,0.06512680909176222,0.3379562327387634,0.29718088667281056
active_set,0.06719275739577694,0.3379562327387634,0.29718088667281056
active_set,0.069324241574409,0.3379562327387634,0.29718088667281056
active_set,0.07152334055231169,0.3379562327387634,0.29718088667281056
active_set,0.07379219920164795,0.3379562327387634,0.29718088667281056
active_set,0.07613303043407274,0.3379562327387634,0.29718088667281056
active_set,0.07854811735907721,0.3379562327387634,0.29718088667281056
active_set,0.08103981551079979,0.3379562327387634,0.29718088667281056
active_set,0.08361055514547634,0.3379562327387634,0.29718088667281056
active_set,0.08626284361176907,0.3379562327387634,0.29718088667281056
active_set,0.08899926779628765,0.3379562327387634,0.29718088667281056
active_set,0.09182249664668668,0.3379562327387634,0.29718088667281056
active_set,0.0947352837748007,0.3379562327387634,0.29718088667281056
active_set,0.09774047014235544,0.3379562327387634,0.29718088667281056
active_set,0.10084098683187565,0.3379562327387634,0.29718088667281056
