method,OOS_return,OOS_vol,OOS_sharpe,mean_solve_s,median_solve_s,n_windows,avg_turnover,max_drawdown,n_active_holdings,max_weight
greedy K=10,0.27601257400499274,0.22340681178746988,1.2354707172830857,0.005946100159101,0.005830772999615874,88,0.20968658472569573,-0.41137656369122866,5,0.19999999995840317
MIQP K=10,0.2699016391906986,0.2260186364000325,1.1941565681911166,0.06302292444317201,0.057716270000128134,88,0.20292083807523845,-0.4035471472946852,5,0.2
